epoch,train_loss,val_loss,val_roc_auc_score
1,0.572735250579401,0.4446582794189453,0.8348565423685634
2,0.48280020524727624,0.478158563375473,0.8436136674839985
3,0.4586224963637014,0.4076439440250397,0.8503699221942702
4,0.4380012783868905,0.5305494666099548,0.848727297816557
5,0.42305668990206113,0.5176149010658264,0.8528431466208114
6,0.4131585676842706,0.490658164024353,0.8523442558566592
7,0.398229660120029,0.3919377028942108,0.854154061713849
8,0.38489870331933584,0.5037035942077637,0.8497808065046863
9,0.3709673420936161,0.5057181715965271,0.8487883323249371
10,0.3525606080335647,0.36555615067481995,0.8498126505960153
11,0.34150762815181523,0.4826521575450897,0.8513305522826906
12,0.31924775788112164,0.40924814343452454,0.8486609559596218
13,0.3033800631061692,0.4664307236671448,0.8516118417560956
14,0.2856623366577168,0.4597800672054291,0.8421966054198643
15,0.26292514530923616,0.4217410981655121,0.8495844346081584
16,0.241547517923168,0.4843961298465729,0.8439055716545127
17,0.22540914336558424,0.496687650680542,0.8317995096009936
