epoch,train_loss,val_loss,val_roc_auc_score
1,1.3532024607993662,0.4810137450695038,0.8479020051162841
2,1.2872765162028372,0.5049483180046082,0.8564680656837457
3,1.2672197939828038,0.5214895606040955,0.8587926843507521
4,1.2568578573409468,0.4616793990135193,0.8622636903055972
5,1.2374703667592257,0.4664287865161896,0.8609368531668949
6,1.222410332178697,0.46484577655792236,0.8639885785859102
7,1.2153190891258419,0.43297895789146423,0.8670562260505895
8,1.2111526366788894,0.45834505558013916,0.865681622774894
9,1.204822161467746,0.4771454632282257,0.8636223715356284
10,1.1855298657901585,0.4613824188709259,0.8640363447229034
11,1.1847983803600073,0.43734458088874817,0.8659151461113058
12,1.173349105520174,0.44044235348701477,0.8644662399558428
13,1.169531260151416,0.4612123966217041,0.8641053402541158
14,1.166050026891753,0.4196663796901703,0.8610058486981075
15,1.1620980820152909,0.42764875292778015,0.8600292965640225
16,1.1406169587280601,0.4389306306838989,0.8615047394622595
17,1.1455623090732843,0.4500076174736023,0.8594667176172127
