epoch,train_loss,val_loss,val_roc_auc_score
1,0.5605381027691894,0.5240581631660461,0.8274446584740264
2,0.4842798708982411,0.4609595537185669,0.8402641147931066
3,0.4588823727672062,0.40514805912971497,0.8444256739356607
4,0.4436272688742195,0.41032078862190247,0.8414899205801462
5,0.4294715307298161,0.49989718198776245,0.8419534605836483
6,0.41462261667327277,0.4932222366333008,0.8428444874792694
7,0.3975212784070108,0.4520111083984375,0.8442042048228762
8,0.38235302322677206,0.5682758688926697,0.8456875328340836
9,0.3707675173701275,0.4864629805088043,0.8418401508050145
10,0.3499042220738909,0.49363645911216736,0.8364630867643879
11,0.33330975390142864,0.5248753428459167,0.8340217760792756
12,0.30936048222735285,0.45908409357070923,0.8320285540642157
13,0.28963561605898636,0.5546680092811584,0.8351548738656145
14,0.27515778723098927,0.5322429537773132,0.8267596493577395
15,0.24617718171978753,0.48461049795150757,0.8285056500375982
16,0.22252076272926632,0.5209385752677917,0.8163351497234211
17,0.20699927460638776,0.5586883425712585,0.8239938606701759
18,0.18871186360243766,0.5619708895683289,0.8053286498624831
